Fund House,Funds,Category,Rating,AUM(in Rs. cr),ExpenseRatio (%),inception_date,Benchmark Index,NAV,52 WeekHigh (NAV),52 WeekLow (NAV),Return (%)1 mo,Return (%)3 mo,Return (%)6 mo,Return (%)1 yr,Return (%)2 yrs,Return (%)3 yrs,Return (%)5 yrs,Return (%)10 yrs,Turnover Ratio (%),No. of Stocks,Avg. Market Cap(in Rs. cr),Large Cap(%),Mid Cap(%),Small Cap(%),Highest Sector,Avg. Maturity(in yrs),Mod. Duration(in yrs),Yield To Maturity (%),Alpha,Sharpe,Sortino,Beta,Standard Deviation,classification,category_average_return_1year,category_average_return_3years,Exit_load_Remarks
Tata Mutual Fund,Tata Medium Term Fund-Reg(G),DT-MD,Unrated,76.1,1.39,26-Nov-02,CRISIL Medium Term Debt Index,29.79,29.97,29.12,-0.14,1.67,0.36,1.64,4.24,6.43,2.35,-,0,-,-,-,-,-,-,2.95,2.34,7.49,-0.63,-0.57,-0.74,0.42,1.74,Debt : Medium Duration,1.38,5.02,Nil upto 12% of investments and 1% for remaining investments on or before 365D Nil after 365D
Tata Mutual Fund,Tata Mid Cap Growth Fund(G),EQ-MID,3,1705.6,2.29,1-Jul-94,Nifty Midcap 150 - TRI,244.14,255.87,208.47,-2.18,5.78,1.14,-5.71,28.53,21.39,12.45,17.93,64.7,59,29999,15.84,69.49,9.7,Automobile and Ancillaries,-,-,-,-0.91,-0.3,-0.46,0.87,18.68,Equity : Mid Cap,0.53,23.53,Nil upto 12% of investments and 1% for remaining investments on or before 365D Nil after 365D
Tata Mutual Fund,Tata Money Market Fund-Reg(G),DT-MM,4,6924,0.42,22-May-03,CRISIL Money Market Index,3871.43,3871.43,3718.96,0.38,1.21,2.13,4.09,4.03,4.93,4.55,6.38,0,-,-,-,-,-,-,0.4,0.4,6.91,1.44,3.94,5.87,0.05,0.36,Debt : Money Market,3.75,4.5,Nil
Tata Mutual Fund,Tata Multi Asset Opp Fund-Reg(G),HY-MULTI,Unrated,1385.4,2.19,4-Mar-20,S&P BSE 200,15.89,16.17,14.36,-0.22,6.3,2.2,1.53,19.54,-,-,-,17.91,55,183083,54.05,6.79,5.99,Financials,1.07,0.94,6.89,0.3,-,-,0.54,10.24,Hybrid : Multi Asset Allocation,1.62,13.98,Nil upto 12% of investments and 1% for remaining investments on or before 365D Nil after 365D
Tata Mutual Fund,Tata Nifty 50 ETF,EQ-ETF,Unrated,429.2,0.08,1-Jan-19,NIFTY 50 - TRI,183.18,189.21,159.37,-0.18,7.75,2.82,-4.03,22.9,15.73,-,-,8.96,52,398593,99.77,-,-,Financials,-,-,-,0.93,-0.25,-0.4,0.99,18.09,Equity : ETFs,-3.32,12.35,null
Tata Mutual Fund,Tata NIFTY 50 Index Fund-Reg(G),EQ-INDX,3,301.3,0.52,25-Feb-03,NIFTY 50 - TRI,107.31,111.24,93.5,-0.23,7.61,2.59,-4.5,22.13,14.88,11.98,12.06,2.01,51,398831,99.68,-,-,Financials,-,-,-,0.43,-0.28,-0.45,0.99,18.08,Equity : Index Funds,-2.76,15.7,0.25% on or before 7D Nil after 7D
Tata Mutual Fund,Tata Nifty India Digital ETF,EQ-ETF,Unrated,41.3,0.4,31-Mar-22,Nifty India Digital  - TRI,54.2,65.6,50.54,-0.03,4.59,-13.62,-,-,-,-,-,20.18,30,95750,70.33,23.32,5.87,Technology,-,-,-,-,-,-,-,-,Equity : ETFs,-3.32,12.35,null
Tata Mutual Fund,Tata Nifty India Digital ETF FoF-Reg(G),FOF-DOM,Unrated,31.3,0.55,13-Apr-22,Nifty India Digital  - TRI,8.75,10,8.01,0.49,5.56,-11.59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FoFs : Domestic,-3.72,13.95,Nil upto 12% of investment and 1% for remaining investments on or before 365D Nil after 365D
Tata Mutual Fund,Tata Nifty Midcap 150 Momentum 50 Index Fund-Reg(G),EQ-INDX,Unrated,-,-,-,Nifty Midcap150 Momentum 50 - TRI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Equity : Index Funds,-2.76,15.7,0.25% on or before 90D Nil after 90D
Tata Mutual Fund,Tata Nifty Pvt Bank ETF,EQ-ETF,Unrated,13.4,0.13,30-Aug-19,Nifty Private Bank - TRI,212.76,217.3,166.89,-0.68,16.96,12.51,1.53,25.44,8.88,-,-,46.52,11,257218,88.82,7.3,3.54,Financials,-,-,-,8.47,0.1,0.16,1.12,23.03,Equity : ETFs,-3.32,12.35,null
Tata Mutual Fund,Tata Nifty SDL Plus AAA PSU Bond Dec 2027 60:40 Index Fund-Reg(G),DT-M&LD,Unrated,354.8,0.46,30-Mar-22,Nifty SDL Plus AAA PSU Bond Dec 2027 60: 40 Index - TRI,10.08,10.15,9.78,-0.29,0.95,1.05,-,-,-,-,-,0,-,-,-,-,-,-,4.83,3.81,7.46,-,-,-,-,-,Debt : Medium to Long Duration,1.11,4.88,0.25% on or before 30D Nil after 30D
Tata Mutual Fund,Tata Overnight Fund-Reg(G),DT-ON,4,5036,0.2,27-Mar-19,CRISIL Overnight Index,1146.38,1146.38,1101.93,0.47,1.32,2.36,4.03,3.52,3.58,-,-,0,-,-,-,-,-,-,0.01,0.01,6.1,-0.03,-0.87,-0.45,-,0.04,Debt : Overnight,4.1,3.6,Nil
Tata Mutual Fund,Tata Quant Fund-Reg(G),EQ-THEM,Unrated,42.4,2.47,22-Jan-20,S&P BSE 200 - TRI,10.46,11.12,8.99,-1.18,7.89,0.96,-6.19,14.76,-,-,-,675.08,30,126002,66.26,29.18,-,Financials,-,-,-,-2.42,-0.42,-0.66,0.9,17.81,Equity : Thematic,7.27,15.07,Nil upto 12% of original cost of invesment and 1% for more than 12% original cost of investment on or before 365D Nil after 365D
Tata Mutual Fund,Tata Resources & Energy Fund-Reg(G),EQ-POWER,Unrated,264,2.58,28-Dec-15,NIFTY COMMODITIES - TRI,27.55,31.21,23.79,-3.64,8.83,-9.87,-12.22,29.22,23.76,12.04,-,41.22,31,53689,53.3,28.2,15.32,Energy,-,-,-,-5.9,-0.49,-0.74,0.93,22.4,Equity : Sectoral - Energy / Power,-8.12,20.34,0.25% on or before 30D
Tata Mutual Fund,Tata Retirement Sav Fund - Cons Plan(G),HY-SOL,2,183.8,2.19,4-Nov-11,CRISIL Short Term Debt Hybrid 75+25 Fund Index,24.91,25.3,23.67,-0.51,2.77,1.22,-1.98,5.7,6.62,5.66,8.54,0,46,109372,18.7,5.82,3.71,Financials,2.27,1.93,7.14,-4.33,-0.85,-1.34,0.52,5.41,Hybrid : Solution Oriented,-1.53,19.02,Nil on or after age of 60Y 1% before 61 months from the Date of allotment
Tata Mutual Fund,Tata Retirement Sav Fund - Mod Plan(G),HY-SOL,3,1620.5,2.1,4-Nov-11,CRISIL Short Term Debt Hybrid 75+25 Fund Index,42.95,45.02,37.92,-1.34,7.17,3,-6.04,14.44,11.84,8.31,14.01,51.46,49,107039,53.5,17.12,11.1,Financials,-,-,-,-7.18,-0.54,-0.85,0.9,14.16,Hybrid : Solution Oriented,-1.53,19.02,Nil on or after age of 60Y 1% before 61 months from the Date of allotment
Tata Mutual Fund,Tata Retirement Sav Fund - Prog Plan(G),HY-SOL,4,1281.1,2.21,4-Nov-11,NIFTY 500 - TRI,42.38,45.51,36.86,-1.76,7.99,2.65,-8.79,15.38,11.91,8.51,13.74,57.82,50,107179,61.72,19.09,12.34,Financials,-,-,-,-9.53,-0.6,-0.92,0.97,16.9,Hybrid : Solution Oriented,-1.53,19.02,Nil on or after age of 60Y 1% before 61 months from the Date of allotment
Tata Mutual Fund,Tata S&P BSE Sensex Index Fund-Reg(G),EQ-INDX,1,156.2,0.58,25-Feb-03,S&P BSE SENSEX - TRI,145.9,150.56,126.78,0.16,8.18,3.76,-3.9,20.77,14.54,12.92,12.24,2.56,30,484576,99.74,-,-,Financials,-,-,-,1.08,-0.24,-0.4,0.99,18.15,Equity : Index Funds,-2.76,15.7,0.25% on or before 7D Nil after 7D
Tata Mutual Fund,Tata Small Cap Fund-Reg(G),EQ-SML,3,2571.5,2.18,12-Nov-18,Nifty Smallcap 250 - TRI,23.03,23.61,18.61,-0.67,11.38,8.48,4.22,45.76,31.6,-,-,10.99,44,5678,-,7.02,80.83,Chemicals,-,-,-,8.04,0.23,0.34,0.72,17.8,Equity : Small Cap,2.94,30.51,Nil upto 12% of original cost of investments and 1% for more than 12% on or before 12M Nil after 12M
Tata Mutual Fund,Tata ST Bond Fund(G),DT-SD,3,2326.4,1.2,8-Aug-02,Crisil Short Term Bond Fund Index,39.55,39.65,38.76,0.05,0.71,1.06,2.04,2.65,5.02,4.49,6.62,0,-,-,-,-,-,-,2.06,1.72,7.25,-0.6,-0.7,-1.02,0.24,1.01,Debt : Short Duration,2.89,5.39,Nil
Tata Mutual Fund,Tata Treasury Advantage Fund(G),DT-LOWD,3,2271.6,0.59,6-Sep-05,CRISIL Low Duration Debt Index,3252.98,3252.98,3143.55,0.26,1.05,1.78,3.47,3.69,5.05,4.88,6.75,0,-,-,-,-,-,-,0.88,0.8,6.89,0.83,1.49,2.04,0.1,0.53,Debt : Low Duration,3.28,4.97,Nil
Tata Mutual Fund,Tata Ultra Short Term Fund-Reg(G),DT-USD,3,1179.8,1.03,22-Jan-19,CRISIL Ultra Short Term Debt Index,11.87,11.87,11.47,0.33,1.04,1.83,3.46,3.31,3.98,-,-,0,-,-,-,-,-,-,0.42,0.4,6.71,0.81,2.49,3.84,0.04,0.31,Debt : Ultra Short Duration,3.68,4.48,Nil
Tata Mutual Fund,Tata Young Citizen Fund,HY-SOL,4,260.5,2.56,14-Oct-95,NIFTY 500 - TRI,41.43,43.52,35.6,-0.53,8.59,2.11,-5.29,23.86,17.58,9.52,11.02,8.06,50,118455,64.24,16.73,16.92,Financials,1.86,1.55,5.57,-5.59,-0.35,-0.55,0.95,17.41,Hybrid : Solution Oriented,-1.53,19.02,Compulsory Lock-in Option 5Y or till the child attains age of majority (whichever is earlier). 1% - If redeemed before child attains 18Y of age
Taurus Mutual Fund,Taurus Banking & Fin Serv Fund-Reg(G),EQ-FIN,Unrated,8.9,2.44,22-May-12,S&P BSE BANKEX - TRI,36.33,38.29,29.7,-1.3,12.59,8.1,-0.98,24.34,10.57,10.74,11.26,65,27,194713,77.83,13.47,7.05,Financials,-,-,-,5.12,-0.04,-0.06,1.07,21.27,Equity : Sectoral - Financial Services,-1.79,11.01,0.50% on or before 7D Nil after 7D
Taurus Mutual Fund,Taurus Discovery (Midcap) Fund-Reg(G),EQ-MID,Unrated,75.4,2.56,5-Sep-94,Nifty Midcap 150 - TRI,74.49,78.43,61.79,-1.41,8.88,-0.45,-6,25.32,21.17,11.55,16.54,158,38,15542,3.82,67.16,28.3,Financials,-,-,-,-0.66,-0.28,-0.41,0.93,20.74,Equity : Mid Cap,0.53,23.53,1% on or before 365D Nil after 365D
Taurus Mutual Fund,Taurus Ethical Fund-Reg(G),EQ-MLC,Unrated,84.1,2.45,20-Mar-09,S&P BSE 500 Shariah - TRI,85.88,89.1,73.42,-0.67,8.26,1.01,-5.04,19.8,17.92,13.14,14.03,119,49,60725,44.75,28.28,24.68,Capital Goods,-,-,-,-0.96,-0.31,-0.48,0.81,17.28,Equity : Multi Cap,0.07,20.3,1% on or before 365D Nil after 365D
Taurus Mutual Fund,Taurus Flexi Cap Fund-Reg(G),EQ-FLEX,1,254,2.64,29-Jan-94,S&P BSE 500 - TRI,150.9,162.37,127.14,-3.76,7.25,-0.03,-3.51,19.91,11.66,5.82,9.67,143,45,36824,52.51,18.1,28.82,Construction,-,-,2.9,1.39,-0.2,-0.3,0.93,19,Equity : Flexi Cap,-2.7,16.46,1% on or before 365D Nil after 365D
Taurus Mutual Fund,Taurus Infrastructure Fund-Reg(G),EQ-INFRA,Unrated,5.5,2.49,5-Mar-07,Nifty Infrastructure - TRI,39.95,42.15,33.31,-2.49,7.93,0.02,-0.82,30.75,18.25,10.18,12.49,176,50,41480,44.05,20.46,33.24,Automobile and Ancillaries,-,-,-,3.98,-0.05,-0.08,0.9,19.65,Equity : Sectoral - Infrastructure,5.4,20.87,0.50% on or before 7D Nil after 7D
Taurus Mutual Fund,Taurus Largecap Equity Fund-Reg(G),EQ-LC,Unrated,34.8,2.61,28-Feb-95,S&P BSE 100 - TRI,106.71,114.77,87.42,-4.01,9.83,3.28,-1.09,19.67,12.56,7.57,9.8,121,29,82519,81.68,13.43,4.57,Construction,-,-,-,4.26,-0.06,-0.1,0.99,19.57,Equity : Large Cap,-3.51,14.3,1% on or before 365D Nil after 365D
Taurus Mutual Fund,Taurus Nifty 50 Index Fund-Reg(G),EQ-INDX,Unrated,1.8,1.07,10-Jun-10,NIFTY 50 - TRI,33.47,34.68,29.14,-0.36,7.28,2.75,-4.6,22.31,15.41,12.26,12.01,15,50,399147,99.04,-,-,Financials,-,-,-,0.13,-0.3,-0.48,0.97,17.79,Equity : Index Funds,-2.76,15.7,0.50% on or before 7D Nil after 7D
Taurus Mutual Fund,Taurus Tax Shield Fund-Reg(G),EQ-ELSS,Unrated,60.6,2.44,31-Mar-96,S&P BSE 500 - TRI,115.22,118.15,100.32,0.9,8.46,1.59,-4,18.99,13.85,9.86,12.1,158,26,110190,67.76,3.93,19.94,Financials,-,-,-,0.33,-0.26,-0.4,0.88,17.3,Equity : Tax Saving (ELSS),-1.86,16.69,Nil
Taurus Mutual Fund,Templeton India Equity Income Fund(G),EQ-DIV,Unrated,1255,2.31,18-May-06,Nifty Dividend Opportunities 50,82.39,86.08,76.72,-1.38,1.06,-2.12,-2.14,32.54,21.47,12.22,14.46,30.6,34,106623,57.31,10.9,8.44,Energy,-,-,-,2.09,-0.1,-0.17,0.64,14.33,Equity : Thematic - Dividend Yield,-1.06,18.75,1% on or before 1Y
Taurus Mutual Fund,Templeton India Value Fund(G),EQ-VAL,4,758.2,2.5,5-Sep-03,NIFTY500 Value 50 - TRI,433.82,450.78,360.06,-1.54,10.73,4.68,2.77,40.72,22.7,10.12,14.07,30.49,39,94670,66.37,6.66,17.98,Financials,-,-,-,7.84,0.16,0.24,0.89,18.21,Equity : Value / Contra,3.04,21.88,1% on or before 1Y
Trust Mutual Fund,TRUSTMF Banking & PSU Debt Fund-Reg(G),DT-B&PSU,2,414.9,0.71,1-Feb-21,CRISIL Banking and PSU Debt Index,1047.41,1050.45,1028.87,0.02,0.86,0.47,1.18,-,-,-,-,0,-,-,-,-,-,-,3.09,2.11,7.43,-1.46,-1,-1.21,0.31,1.61,Debt : Banking & PSU,2.42,5.6,Nil
Trust Mutual Fund,TRUSTMF Liquid Fund-Reg(G),DT-LIQ,Unrated,197.1,0.25,23-Apr-21,Crisil Liquid Fund Index,1056.81,1056.81,1015.41,0.45,1.3,2.36,4.08,-,-,-,-,0,-,-,-,-,-,-,0.03,0.03,6.13,0.55,4.78,6.81,0.01,0.12,Debt : Liquid,4.1,3.86,0.007% for Day 1 0.0065% on Day 2 0.0060% on Day 3 0.0055% on Day 4 0.0050% on Day 5 0.0045% on Day 6 NIL on or after 7D
Trust Mutual Fund,TRUSTMF Money Market Fund-Reg(G),DT-MM,Unrated,168,0.32,17-Aug-22,CRISIL Money Market Index,1008.98,1008.98,1000,0.41,-,-,-,-,-,-,-,0,-,-,-,-,-,-,0.38,0.38,6.69,-,-,-,-,-,Debt : Money Market,3.75,4.5,Nil
Trust Mutual Fund,TRUSTMF Overnight Fund-Reg(G),DT-ON,Unrated,94.1,0.12,18-Jan-22,CRISIL Overnight Index,1032.61,1032.61,1000.19,0.47,1.32,2.38,-,-,-,-,-,0,-,-,-,-,-,-,0.01,0.01,6.13,-,-,-,-,-,Debt : Overnight,4.1,3.6,Nil
Trust Mutual Fund,TRUSTMF Short Term Fund-Reg(G),DT-SD,Unrated,96,0.73,6-Aug-21,Crisil Short Term Bond Fund Index,1032.15,1034.35,1008.98,0.04,0.86,1.24,2.21,-,-,-,-,0,-,-,-,-,-,-,2.04,1.78,7.22,-0.38,-0.49,-0.66,0.22,0.98,Debt : Short Duration,2.89,5.39,Nil
Union Mutual Fund,Union Arbitrage Fund-Reg(G),HY-ARB,Unrated,78.3,0.98,20-Feb-19,Nifty 50 Arbitrage,11.68,11.68,11.3,0.44,1.09,1.69,3.29,3.47,3.87,-,-,0,45,259493,64.05,3.22,0.74,Financials,0.17,0.16,6.15,0.5,0.53,1.07,0.03,0.91,Hybrid : Arbitrage,3.56,3.65,0.25% on or before 1M Nil after 1M
Union Mutual Fund,Union Balanced Advantage Fund-Reg(G),HY-DYN,4,1845.7,2.11,29-Dec-17,NIFTY 50 Hybrid Composite Debt 50:50 Index,15.15,15.37,14.09,-0.13,3.77,2.16,-0.39,10.09,11.2,-,-,0,64,263399,65.32,2.2,0.2,Financials,0.91,0.76,6.44,-2.6,-0.44,-0.71,0.53,6.58,Hybrid : Dynamic Asset Allocation,1.18,10.47,1% on or before 15D Nil after 15D
Union Mutual Fund,Union Corporate Bond Fund-Reg(G),DT-CORP,2,389.9,0.7,25-May-18,CRISIL Corporate Bond Composite Index,12.51,12.55,12.33,-0.1,0.56,0.55,1.48,2.6,5.29,-,-,0,-,-,-,-,-,-,2.42,2.02,7.35,-1.13,-0.96,-1.15,0.24,1.31,Debt : Corporate Bond,2.2,5.79,1% on or before 15D Nil after 15D
Union Mutual Fund,Union Dynamic Bond(G),DT-DYN,3,94.5,1.51,13-Feb-12,CRISIL Dynamic Debt Index,19.11,19.45,18.85,-0.1,0.54,0.54,-0.54,0.98,4.18,4.89,6.07,0,-,-,-,-,-,-,4.2,3.29,7.08,-3.3,-1.8,-2.38,0.41,1.95,Debt : Dynamic Bond,2.02,5.08,1% on or before 15D Nil after 15D
Union Mutual Fund,Union Equity Savings Fund-Reg(G),HY-EQ,2,153.4,1.94,9-Aug-18,Crisil Equity Savings Index,13.31,13.45,12.63,0,2.7,1.14,-0.97,7.4,7.23,-,-,0,71,221040,60.74,6.09,0.93,Financials,0.38,0.35,6.42,-3.38,-0.66,-1.06,0.41,5.47,Hybrid : Equity Oriented,1.35,8.53,1% on or before 15D Nil after 15D
Union Mutual Fund,Union Flexi Cap Fund-Reg(G),EQ-FLEX,4,1285.8,2.29,10-Jun-11,S&P BSE 500 - TRI,33.39,35.59,28.71,-0.6,7.48,2.74,-6.4,24.68,18.48,12.47,12.46,42,51,188997,69.07,21.66,3.09,Financials,-,-,-,-3,-0.47,-0.72,0.89,16.83,Equity : Flexi Cap,-2.7,16.46,1% on or before 15D Nil after 15D
Union Mutual Fund,Union Focused Fund-Reg(G),EQ-MLC,Unrated,324,2.56,5-Aug-19,S&P BSE 500 - TRI,17.96,18.98,15.43,-0.22,6.41,3.82,-4.27,23.63,18.55,-,-,49,24,210548,72.1,21.66,2.11,Financials,-,-,-,-1.18,-0.36,-0.56,0.86,16.57,Equity : Multi Cap,0.07,20.3,1% on or before 15D Nil after 15D
Union Mutual Fund,Union Gilt Fund-Reg(G),DT-GILT,Unrated,157.1,1.14,8-Aug-22,CRISIL Dynamic Gilt Index,9.99,10.07,9.95,-0.06,-,-,-,-,-,-,-,0,-,-,-,-,-,-,4.56,3.65,7.16,-,-,-,-,-,Debt : Gilt,1.22,5.04,Nil
Union Mutual Fund,Union Hybrid Equity Fund-Reg(G),HY-EQ,Unrated,565.8,2.51,18-Dec-20,CRISIL Hybrid 35+65 - Aggressive Index,12.56,13.19,11.14,-0.48,5.91,2.2,-4.71,-,-,-,-,0,51,189481,54.28,16.98,2.43,Financials,0.81,0.75,6.87,-6.35,-0.52,-0.79,0.89,13.24,Hybrid : Equity Oriented,1.35,8.53,1% on or before 15D Nil after 15D
Union Mutual Fund,Union Large & Midcap Fund-Reg(G),EQ-L&M,Unrated,389.8,2.52,6-Dec-19,S&P BSE 250 LargeMidCap Index - TRI,16.85,17.79,14.22,-1.06,7.77,4.48,-5.51,25.26,-,-,-,54,68,101377,52.37,41.11,2.49,Financials,-,-,-,-1.86,-0.39,-0.58,0.87,17.4,Equity : Large & Mid Cap,-1.58,18.24,1% on or before 15D Nil after 15D
Union Mutual Fund,Union Largecap Fund-Reg(G),EQ-LC,3,232.2,2.59,11-May-17,S&P BSE 100 - TRI,16.26,17.61,14.25,-0.61,6.28,0.87,-8.4,20.98,14.02,9.07,-,62,43,331320,94.27,2.95,-,Financials,-,-,-,-4.41,-0.55,-0.85,0.94,17.62,Equity : Large Cap,-3.51,14.3,1% on or before 15D Nil after 15D
Union Mutual Fund,Union Liquid Fund(G),DT-LIQ,4,944.8,0.17,15-Jun-11,Crisil Liquid Fund Index,2085.38,2085.38,2001.56,0.46,1.32,2.4,4.19,3.7,4.04,4.47,6.3,0,-,-,-,-,-,-,0.13,0.13,6.33,0.08,0.96,0.87,0.01,0.07,Debt : Liquid,4.1,3.86,0.007% for Day 1 0.0065% on Day 2 0.0060% on Day 3 0.0055% on Day 4 0.0050% on Day 5 0.0045% on Day 6 NIL on or after 7D
Union Mutual Fund,Union Long Term Equity Fund(G),EQ-ELSS,4,549.7,2.51,23-Dec-11,S&P BSE 500 - TRI,42.6,44.18,36.22,-0.49,8.49,3.86,-3.56,26.38,19.45,12.83,13.24,62,61,182050,72.5,18.42,5.32,Financials,-,-,-,0.5,-0.26,-0.4,0.91,17.29,Equity : Tax Saving (ELSS),-1.86,16.69,Nil
Union Mutual Fund,Union Medium Duration Fund-Reg(G),DT-MD,2,190.2,0.9,14-Sep-20,CRISIL Medium Term Debt Index,10.57,10.67,10.37,-0.22,0.57,0.3,0.35,2.16,-,-,-,0,-,-,-,-,-,-,3.8,3.1,7.43,-2.22,-1.12,-1.5,0.54,2.21,Debt : Medium Duration,1.38,5.02,1% on or before 15D Nil after 15D
Union Mutual Fund,Union Midcap Fund-Reg(G),EQ-MID,Unrated,551.4,2.55,23-Mar-20,S&P BSE 150 MidCap - TRI,28.99,29.9,23.65,-0.82,9.1,6.25,-2.33,35.16,-,-,-,57,57,29091,11.09,71.15,14,Automobile and Ancillaries,-,-,-,1.86,-0.14,-0.21,0.8,18.24,Equity : Mid Cap,0.53,23.53,1% on or before 15D Nil after 15D
Union Mutual Fund,Union Money Market Fund-Reg(G),DT-MM,Unrated,100,0.92,26-Aug-21,CRISIL Money Market Index,1037.41,1037.41,1003.65,0.37,1.05,1.93,3.37,-,-,-,-,0,-,-,-,-,-,-,0.33,0.31,6.38,0.68,3.32,6.99,0.01,0.21,Debt : Money Market,3.75,4.5,NIL
Union Mutual Fund,Union Overnight Fund-Reg(G),DT-ON,3,275.7,0.18,27-Mar-19,CRISIL Overnight Index,1144.44,1144.44,1099.91,0.46,1.32,2.36,4.05,3.53,3.55,-,-,0,-,-,-,-,-,-,0.01,0.01,5.73,-0.03,-0.61,-0.31,-,0.04,Debt : Overnight,4.1,3.6,Nil
Union Mutual Fund,Union Retirement Fund-Reg(G),HY-SOL,Unrated,58.9,2.54,22-Sep-22,S&P BSE 500 - TRI,9.88,10,9.58,-,-,-,-,-,-,-,-,-,60,171151,70.93,19.74,6.28,Financials,-,-,-,-,-,-,-,-,Hybrid : Solution Oriented,-1.53,19.02,Nil
Union Mutual Fund,Union Small Cap Fund-Reg(G),EQ-SML,4,1096.1,2.34,10-Jun-14,S&P BSE 250 Small Cap - TRI,31.46,31.84,24.93,0.64,11.7,6.55,5.12,40.31,32.48,15.25,-,70,60,11498,0.96,26.41,68.08,Capital Goods,-,-,-,8.72,0.24,0.35,0.78,18.76,Equity : Small Cap,2.94,30.51,1% on or before 15D Nil after 15D
Union Mutual Fund,Union Value Discovery Fund-Reg(G),EQ-VAL,3,141.6,2.55,5-Dec-18,NIFTY500 Value 50 - TRI,17.09,17.66,14.54,-0.76,6.36,2.28,-4.16,26.03,18.27,-,-,59,41,143016,68.75,17.89,9.58,Financials,-,-,-,0.73,-0.24,-0.37,0.91,17.84,Equity : Value / Contra,3.04,21.88,1% on or before 15D Nil after 15D
UTI Mutual Fund,UTI Arbitrage Fund-Reg(G),HY-ARB,4,4110.3,0.93,29-Jun-06,Nifty 50 Arbitrage,29.02,29.02,27.97,0.42,1.05,1.86,3.61,3.76,4,4.93,6.02,1108,118,155266,51.28,10.42,4.21,Financials,0.45,0.45,6.37,0.83,0.91,1.83,-0.02,0.92,Hybrid : Arbitrage,3.56,3.65,Nil upto 10% of units and 0.25% for excess units on or before 21D Nil after 21D
UTI Mutual Fund,UTI Banking & PSU Debt Fund-Reg(G),DT-B&PSU,2,519.5,0.56,3-Feb-14,CRISIL Banking and PSU Debt Index,17.95,18.11,16.47,-0.3,0.73,7.89,9.03,6.02,7.16,5.24,-,0,-,-,-,-,-,-,4.28,3.46,7.47,6.5,0.99,5.87,0.32,6.41,Debt : Banking & PSU,2.42,5.6,Nil
UTI Mutual Fund,UTI Banking and Financial Services Fund-Reg(G),EQ-FIN,1,790.7,2.67,30-Jul-05,Nifty Financial Services - TRI,121.92,128.25,99.36,-1.92,12.8,7.1,-2.66,26.56,9.35,4.8,10.46,21,25,218045,83.51,4.49,10.24,Financials,-,-,-,3.38,-0.12,-0.19,1.07,20.99,Equity : Sectoral - Financial Services,-1.79,11.01,1% on or before 30D Nil after 30D
UTI Mutual Fund,UTI Bond Fund-Reg(G),DT-M&LD,1,276.2,1.63,17-Jun-98,NIFTY Medium to Long Term Debt Index,59.92,60.46,54.33,-0.22,1.43,9.46,8.33,9.27,6.25,2.9,6.08,0,-,-,-,-,-,-,6.81,3.98,7.19,6.07,0.68,3.53,0.55,8.61,Debt : Medium to Long Duration,1.11,4.88,NIL
UTI Mutual Fund,UTI CCF - Savings Plan,HY-SOL,2,4143.9,1.75,12-Jul-93,CRISIL Short Term Debt Hybrid 60+40 Fund Index,30.77,31.44,28.49,-0.48,3.62,2.23,0.89,13.52,10.65,6.76,10.03,43,57,103261,25.18,8.62,5.63,Financials,6.1,3.9,7.42,-0.93,-0.17,-0.27,0.59,7.26,Hybrid : Solution Oriented,-1.53,19.02,Nil
UTI Mutual Fund,UTI CCF- Investment Plan(G),HY-SOL,5,677.9,2.68,8-Mar-04,NIFTY 500 - TRI,59.25,64.38,50.42,-0.79,7.51,1.19,-6.61,24.77,17.51,10.07,13.27,25,55,103877,62.86,21.44,13.91,Financials,-,0.01,7.5,-6.73,-0.41,-0.63,0.98,17.59,Hybrid : Solution Oriented,-1.53,19.02,Nil
UTI Mutual Fund,UTI Core Equity Fund-Reg(G),EQ-L&M,4,1434.2,2.55,20-May-09,NIFTY LargeMidcap 250 - TRI,99.74,104.9,85.56,-1.6,5.94,2.89,-5.08,30.89,19.19,10,12.38,36,62,74996,45.77,40.73,10.31,Financials,-,-,-,-0.53,-0.31,-0.47,0.89,17.65,Equity : Large & Mid Cap,-1.58,18.24,1% before 1Y Nil on or after 1Y
UTI Mutual Fund,UTI Corporate Bond Fund-Reg(G),DT-CORP,4,3140.1,0.57,8-Aug-18,CRISIL Corporate Bond Composite Index,13.39,13.4,13.06,0.09,0.95,1.37,2.49,3.34,5.97,-,-,0,-,-,-,-,-,-,1.87,1.53,7.12,-0.1,-0.19,-0.25,0.22,1.03,Debt : Corporate Bond,2.2,5.79,Nil
UTI Mutual Fund,UTI Credit Risk Fund-Reg(G),DT-CR,1,472.1,1.62,19-Nov-12,CRISIL Short Term Credit Risk Fund,14.04,14.04,13.63,0.19,1.21,1.52,2.93,12.18,-3.36,-1.94,-,0,-,-,-,-,-,-,2.5,1.79,8.02,0.43,0.26,0.35,0.22,1.24,Debt : Credit Risk,3.6,5.53,Nil upto 10% of units and 1% for remaining units on or before 12M Nil after 12M
